pitch_type,game_date,release_speed,release_spin_rate,release_extension,pfx_x,pfx_z,game_pk,inning,inning_topbot,at_bat_number,pitch_number,game_type,n_thruorder_pitcher,pitcher_days_since_prev_game,p_throws,stand,player_name
SL,2024-04-02,85.67058167796746,2451.0661819411234,6.3831112228298155,0.5469725808990724,0.12620570339171544,900000,3,Top,10,1,R,2,,R,R,"Demonstration, Synthetic"
CH,2024-04-02,88.3444611058815,1888.408910981568,6.379468529016052,-0.7492049608493958,0.5157433803086924,900000,3,Top,10,2,R,2,,R,R,"Demonstration, Synthetic"
FF,2024-04-02,95.7485179913112,2519.4506511392874,6.3716274591425375,-0.5018007158843629,1.2911482791855788,900000,3,Top,10,3,R,2,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,95.1279082434662,2474.9206011829774,6.339999277574433,-0.36111266714046164,1.2553847062712462,900000,3,Top,10,4,R,2,,R,R,"Demonstration, Synthetic"
SI,2024-04-02,94.14149006948495,2263.1499024690274,6.456316847234959,-0.9985923610460085,0.8005092040134038,900000,3,Top,11,1,R,2,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,94.6743148626239,2601.2974515224955,6.478340348921371,-0.4774619658574095,1.306472826660582,900000,3,Top,11,2,R,2,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,94.86739215299878,2345.85312983117,6.2864690967979655,-0.4236218036389804,1.3314512705687662,900000,3,Top,11,3,R,2,,R,R,"Demonstration, Synthetic"
SI,2024-04-02,94.16209528380321,2158.1702175469964,6.312257917308933,-1.0224368536970034,0.7921172175732762,900000,3,Top,11,4,R,2,,R,R,"Demonstration, Synthetic"
FF,2024-04-02,96.00086944379623,2406.9456276592637,6.368336909929205,-0.418196117663912,1.2577196042278072,900000,3,Top,12,1,R,2,,R,L,"Demonstration, Synthetic"
SL,2024-04-02,85.44700980014802,2612.7904462827023,6.391693380458569,0.43404967248507725,0.2429474699603122,900000,4,Top,12,2,R,2,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,94.92455657204327,2320.45107588148,6.163310710412135,-0.4906958664093106,1.3449660339836644,900000,4,Top,12,3,R,2,,R,R,"Demonstration, Synthetic"
SL,2024-04-02,86.27329490630432,2612.85635532622,6.344468965221909,0.5312151533741638,0.25552759950604653,900000,4,Top,12,4,R,2,,R,R,"Demonstration, Synthetic"
SL,2024-04-02,85.20970131302367,2561.363977107082,6.321358664954046,0.4982151011627161,0.35324618986995904,900000,4,Top,13,1,R,2,,R,R,"Demonstration, Synthetic"
FF,2024-04-02,95.86386016527817,2475.5337854368945,6.339513067944981,-0.5598543495508518,1.3556978194941092,900000,4,Top,13,2,R,2,,R,L,"Demonstration, Synthetic"
SL,2024-04-02,85.3219495900058,2565.296484505719,6.384231235255593,0.4386453395438157,0.26971972013694884,900000,4,Top,13,3,R,2,,R,L,"Demonstration, Synthetic"
SL,2024-04-02,84.92711381072988,2685.843007609331,6.435377793325758,0.43011070967416476,0.3168755466746426,900000,4,Top,13,4,R,2,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,96.57249159167645,2441.4760605367824,6.5161584423243,-0.4458371318920333,1.3096114355990245,900000,4,Top,14,1,R,2,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,95.62359139579797,2395.0320328701223,6.375112656916604,-0.5000021283569643,1.2046259504014618,900000,4,Top,14,2,R,2,,R,R,"Demonstration, Synthetic"
SL,2024-04-02,85.49527360122443,2527.3700326556755,6.504978492994361,0.5163596021944379,0.19227453301950237,900000,4,Top,14,3,R,2,,R,R,"Demonstration, Synthetic"
FF,2024-04-02,95.72496187453521,2423.539914637229,6.399533689358031,-0.4703555090330409,1.3638310919640615,900000,4,Top,14,4,R,2,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,95.74308383927595,2450.4120390535472,6.4646571605284935,-0.4445087893096075,1.3348466257197877,900000,4,Top,15,1,R,2,,R,R,"Demonstration, Synthetic"
FF,2024-04-02,95.84255021511545,2438.923507224327,6.281877024865138,-0.41006488582119427,1.3651172202667547,900000,4,Top,15,2,R,2,,R,L,"Demonstration, Synthetic"
SL,2024-04-02,85.48784249615355,2581.39383231888,6.424843770037212,0.3401156349470926,0.22986355791288124,900000,4,Top,15,3,R,2,,R,R,"Demonstration, Synthetic"
SL,2024-04-02,86.06569435416223,2502.8210460352316,6.292441581337217,0.3598497926375462,0.07212826972950093,900000,4,Top,15,4,R,2,,R,R,"Demonstration, Synthetic"
SL,2024-04-02,85.36741086551207,2757.326975796081,6.387206416760024,0.3563424988203334,0.23216059823814186,900000,5,Top,16,1,R,2,,R,R,"Demonstration, Synthetic"
SL,2024-04-02,85.80143527140913,2594.4034576316317,6.40346608144864,0.40869766306615446,0.3038689245046329,900000,5,Top,16,2,R,2,,R,R,"Demonstration, Synthetic"
FF,2024-04-02,96.27718204424954,2386.940281222658,6.334692481064395,-0.36577071647600656,1.273447857286469,900000,5,Top,16,3,R,2,,R,L,"Demonstration, Synthetic"
SI,2024-04-02,94.88707021321738,2258.5465780923546,6.321058361804466,-1.1064673257554976,0.7230861475182987,900000,5,Top,16,4,R,2,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,95.3773953303593,2348.2256603082665,6.4418250128586845,-0.5936556182940282,1.25280605349375,900000,5,Top,17,1,R,2,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,95.54997678259994,2396.295084686343,6.329729794484159,-0.45955109228280366,1.3122032944371966,900000,5,Top,17,2,R,2,,R,L,"Demonstration, Synthetic"
SL,2024-04-02,85.82082377289075,2645.9452266584385,6.3945226754201006,0.4677850800485196,0.37210439816386404,900000,5,Top,17,3,R,2,,R,R,"Demonstration, Synthetic"
SI,2024-04-02,93.60851948093847,2227.4395908082524,6.247942256991913,-1.1018578387938553,0.7447091771008757,900000,5,Top,17,4,R,2,,R,R,"Demonstration, Synthetic"
SI,2024-04-02,94.50409415354541,2248.1242338058905,6.404153013784075,-1.0566388984453212,0.7087250313201173,900000,5,Top,18,1,R,2,,R,L,"Demonstration, Synthetic"
SL,2024-04-02,85.53737503994331,2608.018283186597,6.36346286496595,0.3941283128107348,0.2603406035702466,900000,5,Top,18,2,R,2,,R,R,"Demonstration, Synthetic"
SL,2024-04-02,85.4267972423504,2681.252096500791,6.369076347027126,0.30288468205200747,0.17921914038408002,900000,5,Top,18,3,R,2,,R,R,"Demonstration, Synthetic"
SI,2024-04-02,94.93470789757487,2167.311353607254,6.243370822445655,-1.0928978042451116,0.7588769020985958,900000,5,Top,18,4,R,2,,R,R,"Demonstration, Synthetic"
SI,2024-04-02,94.81822901120613,2154.9456696849065,6.202859268145659,-1.1180441524107498,0.7182836036123498,900000,5,Top,19,1,R,3,,R,R,"Demonstration, Synthetic"
FF,2024-04-02,94.4900237741876,2484.619083703987,6.373732832232064,-0.480242333241339,1.3637268330164745,900000,5,Top,19,2,R,3,,R,R,"Demonstration, Synthetic"
FF,2024-04-02,95.66621027433756,2387.8200065983547,6.3658479491148965,-0.5460958390430886,1.3177220663956952,900000,5,Top,19,3,R,3,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,95.4722401936365,2441.8929472532373,6.26297208765541,-0.5212880790156313,1.326449208188944,900000,6,Top,19,4,R,3,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,95.00449240046235,2384.0915079094616,6.327568613917674,-0.42756519313928393,1.2446200439522832,900000,6,Top,20,1,R,3,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,95.82807402992142,2386.725597434293,6.239253115799005,-0.5878368198557694,1.3766362197007138,900000,6,Top,20,2,R,3,,R,R,"Demonstration, Synthetic"
SL,2024-04-02,85.22297325424178,2556.8574977457934,6.297102164012746,0.4310445695386646,0.1789967174846891,900000,6,Top,20,3,R,3,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,95.42561999402936,2450.2929793935955,6.481714798555672,-0.43149238005377644,1.2561004902758897,900000,6,Top,20,4,R,3,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,94.43803016066484,2453.5916898529563,6.176546271559422,-0.43131655782136186,1.2510921630322316,900000,6,Top,21,1,R,3,,R,R,"Demonstration, Synthetic"
FF,2024-04-02,94.47621002788047,2399.6787723026778,6.359480733344223,-0.42138598417252626,1.220557165128113,900000,6,Top,21,2,R,3,,R,R,"Demonstration, Synthetic"
FF,2024-04-02,94.15186349121434,2487.213724394054,6.308594973881804,-0.49406538568755076,1.250339543680167,900000,6,Top,21,3,R,3,,R,R,"Demonstration, Synthetic"
SL,2024-04-02,85.49339764386808,2465.3326059589913,6.265682504306425,0.28540533949076596,0.2911406421964881,900000,6,Top,21,4,R,3,,R,R,"Demonstration, Synthetic"
SI,2024-04-02,93.96119335304671,2156.7981364376283,6.332948049804834,-0.8805838630389557,0.7563113159234962,900000,6,Top,22,1,R,3,,R,R,"Demonstration, Synthetic"
SL,2024-04-02,85.51804645941493,2562.5496845429434,6.402638000685215,0.40675062488176295,0.21722555162336227,900000,6,Top,22,2,R,3,,R,L,"Demonstration, Synthetic"
SL,2024-04-02,84.97576212610416,2623.402111876634,6.266018101776552,0.45624463343218796,0.2282543099992259,900000,6,Top,22,3,R,3,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,94.37844572251433,2249.034476109762,6.1118715190091075,-0.4945883066621282,1.2068706330492445,900000,6,Top,22,4,R,3,,R,R,"Demonstration, Synthetic"
SL,2024-04-02,84.65721497708567,2641.542782957917,6.290443636702918,0.49909041728648096,0.1837424710331057,900000,6,Top,23,1,R,3,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,94.98079821435638,2426.5056823528244,6.291408256656376,-0.393410181114626,1.1960353131575616,900000,6,Top,23,2,R,3,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,93.87753614783885,2373.9051490663946,6.344859922821973,-0.45593714293307874,1.1949831831011604,900000,7,Top,23,3,R,3,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,93.86761899166223,2458.3212257277046,6.213669084648378,-0.34657926799678024,1.2714552189751578,900000,7,Top,23,4,R,3,,R,R,"Demonstration, Synthetic"
SL,2024-04-02,85.27895614684272,2489.489540256795,6.289661946474835,0.4665443291318476,0.22963974054429287,900000,7,Top,24,1,R,3,,R,R,"Demonstration, Synthetic"
SI,2024-04-02,93.65936953814916,2190.0777405188323,6.152910240448658,-1.1451461133204515,0.7817547238590903,900000,7,Top,24,2,R,3,,R,R,"Demonstration, Synthetic"
FF,2024-04-02,94.50754227689929,2310.8595037316327,6.354467058108042,-0.32450432865394113,1.280017854326087,900000,7,Top,24,3,R,3,,R,R,"Demonstration, Synthetic"
SI,2024-04-02,93.0643585049509,2116.546509596984,6.1962945675416945,-0.8844446609482028,0.8266601041243279,900000,7,Top,24,4,R,3,,R,L,"Demonstration, Synthetic"
FF,2024-04-02,94.68302623937481,2312.1447241424066,6.310403649936323,-0.3561200839773734,1.2835222685716767,900000,7,Top,25,1,R,3,,R,L,"Demonstration, Synthetic"
SL,2024-04-02,84.09787222055301,2597.9989084191934,6.2791896861928445,0.3970984824690525,0.1623595425415988,900000,7,Top,25,2,R,3,,R,R,"Demonstration, Synthetic"
FF,2024-04-02,94.41450800290666,2479.184697157571,6.378050009676212,-0.4291168091638905,1.2539278366138669,900000,7,Top,25,3,R,3,,R,R,"Demonstration, Synthetic"
FF,2024-04-08,95.99877318518567,2423.5486563297836,6.372309142771779,-0.5104735769774127,1.3434569606473736,900001,1,Top,1,1,R,1,5.0,R,R,"Demonstration, Synthetic"
SL,2024-04-08,86.01522181434248,2477.0234935347257,6.332322614577091,0.443794793185522,0.24832105260818693,900001,1,Top,1,2,R,1,5.0,R,R,"Demonstration, Synthetic"
SI,2024-04-08,93.95858871035617,2311.5972246401393,6.262534091369009,-1.0326649999698776,0.8246968427187867,900001,1,Top,1,3,R,1,5.0,R,R,"Demonstration, Synthetic"
CH,2024-04-08,87.62127744800647,1687.3895101296225,6.305381689000383,-0.8245033176352836,0.552314867378855,900001,1,Top,1,4,R,1,5.0,R,L,"Demonstration, Synthetic"
FF,2024-04-08,95.60722245440029,2518.2070746853215,6.388310043081637,-0.5421385241955672,1.3233815023192002,900001,1,Top,2,1,R,1,5.0,R,R,"Demonstration, Synthetic"
SL,2024-04-08,85.72247550120709,2590.416238155319,6.514823853641926,0.43647411304631406,0.17337901330178632,900001,1,Top,2,2,R,1,5.0,R,L,"Demonstration, Synthetic"
SI,2024-04-08,94.71171105895598,2180.0440619792803,6.394446567092009,-1.0873300620152555,0.8092443087027841,900001,1,Top,2,3,R,1,5.0,R,R,"Demonstration, Synthetic"
CH,2024-04-08,88.67558085674968,1943.3596141766138,6.199536125762075,-0.8190743929177078,0.4979796846205945,900001,1,Top,2,4,R,1,5.0,R,R,"Demonstration, Synthetic"
CH,2024-04-08,88.92457901744649,1812.855800752212,6.33642241628637,-0.7751724609685872,0.5360638402045459,900001,1,Top,3,1,R,1,5.0,R,L,"Demonstration, Synthetic"
FF,2024-04-08,96.58048269201119,2450.3910842283444,6.481791519808266,-0.43142279508545,1.335372813162136,900001,1,Top,3,2,R,1,5.0,R,L,"Demonstration, Synthetic"
FF,2024-04-08,96.43680002138878,2444.2880117429845,6.3669287786236035,-0.3968163624259229,1.329446002539629,900001,1,Top,3,3,R,1,5.0,R,L,"Demonstration, Synthetic"
CH,2024-04-08,88.1823388782764,1868.8083452022122,6.115552449931777,-0.7770268558168971,0.33109523048711303,900001,1,Top,3,4,R,1,5.0,R,L,"Demonstration, Synthetic"
SI,2024-04-08,93.96316926048138,2279.364959061164,6.293031836649685,-0.9677675406831521,0.7209581921056394,900001,1,Top,4,1,R,1,5.0,R,R,"Demonstration, Synthetic"
FF,2024-04-08,96.79723478622788,2449.8752095435375,6.360482169295473,-0.5101406388414481,1.2934163528983427,900001,1,Top,4,2,R,1,5.0,R,L,"Demonstration, Synthetic"
CH,2024-04-08,87.66488286982978,1761.2917926068983,6.423948620574994,-0.7979232875488848,0.5330322550511458,900001,1,Top,4,3,R,1,5.0,R,R,"Demonstration, Synthetic"
CH,2024-04-08,87.54127320518724,1864.5029311964008,6.2666729893902975,-0.7337192470758482,0.5252597876677162,900001,2,Top,4,4,R,1,5.0,R,R,"Demonstration, Synthetic"
SI,2024-04-08,93.78639175146533,2278.8478261099017,6.368358537237088,-1.0058650144542975,0.7724631871023758,900001,2,Top,5,1,R,1,5.0,R,L,"Demonstration, Synthetic"
SI,2024-04-08,94.37587759040274,2158.7225086241015,6.311376787302028,-0.9977666634348165,0.8387564706404538,900001,2,Top,5,2,R,1,5.0,R,L,"Demonstration, Synthetic"
FF,2024-04-08,96.19044075320119,2535.4625116478837,6.411345829742739,-0.4427293230420323,1.3078458512746927,900001,2,Top,5,3,R,1,5.0,R,L,"Demonstration, Synthetic"
FF,2024-04-08,95.82218800334734,2446.1466280083146,6.400712830218699,-0.44982040252800265,1.3204125986121003,900001,2,Top,5,4,R,1,5.0,R,R,"Demonstration, Synthetic"
SI,2024-04-08,94.70297952460858,2225.6353049116556,6.251214953047081,-0.9634617125288254,0.719955315374585,900001,2,Top,6,1,R,1,5.0,R,R,"Demonstration, Synthetic"
FF,2024-04-08,96.04617826790417,2382.07215887689,6.328091959556301,-0.4702099180584356,1.3371821179289487,900001,2,Top,6,2,R,1,5.0,R,R,"Demonstration, Synthetic"
SL,2024-04-08,86.31687971558962,2620.5431115918786,6.181363732657804,0.4281337048641323,0.11918739613063156,900001,2,Top,6,3,R,1,5.0,R,L,"Demonstration, Synthetic"
SL,2024-04-08,86.59119958345468,2599.6988568054176,6.366222003860189,0.419978335356186,0.2791096667527443,900001,2,Top,6,4,R,1,5.0,R,L,"Demonstration, Synthetic"
FF,2024-04-08,95.75340482887363,2449.9094776561824,6.4144542911394,-0.4093559178784619,1.2427124909721508,900001,2,Top,7,1,R,1,5.0,R,R,"Demonstration, Synthetic"
SI,2024-04-08,94.15521981509528,2295.4068124491478,6.2812635185139545,-1.0822597546141814,0.7825556677975176,900001,2,Top,7,2,R,1,5.0,R,R,"Demonstration, Synthetic"
FF,2024-04-08,95.9231821544179,2478.4382961602914,6.35877182036592,-0.303292191296465,1.217361060668778,900001,2,Top,7,3,R,1,5.0,R,L,"Demonstration, Synthetic"
CH,2024-04-08,88.07794207337489,1859.7397569091731,6.385578145455618,-0.8092211062617211,0.6372430108874475,900001,2,Top,7,4,R,1,5.0,R,R,"Demonstration, Synthetic"
FF,2024-04-08,95.99221418867593,2523.595247191651,6.264242995816782,-0.4226985767791488,1.386707557415592,900001,2,Top,8,1,R,1,5.0,R,L,"Demonstration, Synthetic"
SI,2024-04-08,94.41107460124344,2237.2024295842457,6.222576459222277,-1.1047726792031296,0.7636071627665482,900001,2,Top,8,2,R,1,5.0,R,L,"Demonstration, Synthetic"
SI,2024-04-08,95.21007915013836,2432.5987059799177,6.3695001984321316,-1.0590748588047827,0.7759556671035691,900001,3,Top,8,3,R,1,5.0,R,L,"Demonstration, Synthetic"
FF,2024-04-08,95.3500424382451,2457.175722164794,6.226509983798233,-0.4108053070031264,1.2833979945948573,900001,3,Top,8,4,R,1,5.0,R,R,"Demonstration, Synthetic"
SL,2024-04-08,86.10770976760122,2600.552865737005,6.297515605068722,0.523577577338937,0.3447511301788979,900001,3,Top,9,1,R,1,5.0,R,R,"Demonstration, Synthetic"
SL,2024-04-08,86.56358274682272,2663.288128237366,6.39912793416901,0.485900822824493,0.28117963440079013,900001,3,Top,9,2,R,1,5.0,R,L,"Demonstration, Synthetic"
SI,2024-04-08,94.13972733648852,2295.547005195873,6.454285205424647,-0.9995867902383482,0.8392438973811518,900001,3,Top,9,3,R,1,5.0,R,R,"Demonstration, Synthetic"
SL,2024-04-08,86.07011009762402,2525.10382531701,6.356319097307201,0.5180208287254021,0.22832377449979327,900001,3,Top,9,4,R,1,5.0,R,R,"Demonstration, Synthetic"
CH,2024-04-08,88.02262717903766,1785.7392352867505,6.290014932937238,-0.8141497617304913,0.5389494552090868,900001,3,Top,10,1,R,2,5.0,R,R,"Demonstration, Synthetic"
FF,2024-04-08,95.90406494206343,2565.1371807473993,6.182203923391189,-0.5036524411187686,1.2842155945326188,900001,3,Top,10,2,R,2,5.0,R,R,"Demonstration, Synthetic"
SI,2024-04-08,95.1395883146213,2339.810993569557,6.354936370724029,-1.0477663298147055,0.74467221313725,900001,3,Top,10,3,R,2,5.0,R,R,"Demonstration, Synthetic"
FF,2024-04-08,95.06039311761798,2561.721675198241,6.30654633351551,-0.4491283270837459,1.3414062654858407,900001,3,Top,10,4,R,2,5.0,R,L,"Demonstration, Synthetic"
SL,2024-04-08,86.51562886846186,2575.024015662763,6.364724626501725,0.5077594543492104,0.26635871580592774,900001,3,Top,11,1,R,2,5.0,R,R,"Demonstration, Synthetic"
SI,2024-04-08,94.5217782013907,2295.3580945350004,6.4678362857751655,-1.1970523277124052,0.6649389497904258,900001,3,Top,11,2,R,2,5.0,R,L,"Demonstration, Synthetic"
FF,2024-04-08,95.29761876401749,2426.388057908028,6.271187357415133,-0.5016505007114143,1.4474454455245536,900001,3,Top,11,3,R,2,5.0,R,R,"Demonstration, Synthetic"
FF,2024-04-08,95.46951715629817,2423.236287850498,6.197349566941979,-0.4570128111845114,1.2401288810053586,900001,3,Top,11,4,R,2,5.0,R,R,"Demonstration, Synthetic"
CH,2024-04-08,88.0924760806939,1745.986619812174,6.379296767822715,-0.7749516824754792,0.4707706609505778,900001,3,Top,12,1,R,2,5.0,R,R,"Demonstration, Synthetic"
FF,2024-04-08,96.01602851017181,2397.98623972088,6.239889000073764,-0.4689718622748713,1.321921824523826,900001,4,Top,12,2,R,2,5.0,R,L,"Demonstration, Synthetic"
SL,2024-04-08,86.50474024502209,2590.8357866661127,6.329467670688019,0.4950073087282167,0.3660276091112912,900001,4,Top,12,3,R,2,5.0,R,R,"Demonstration, Synthetic"
FF,2024-04-08,96.73389609258079,2370.1800077465377,6.2653375159329885,-0.5293524679975008,1.2708283521580572,900001,4,Top,12,4,R,2,5.0,R,L,"Demonstration, Synthetic"
CH,2024-04-08,87.69751309332078,1843.3442140702787,6.293013034846983,-0.8527705777195366,0.6868979726365637,900001,4,Top,13,1,R,2,5.0,R,L,"Demonstration, Synthetic"
FF,2024-04-08,95.93187586989924,2507.639338536308,6.2929156814903715,-0.6091025000951521,1.2173194433891281,900001,4,Top,13,2,R,2,5.0,R,L,"Demonstration, Synthetic"
FF,2024-04-08,96.65711380105174,2303.7640544331457,6.346445106583651,-0.3725661742607296,1.3246589546140526,900001,4,Top,13,3,R,2,5.0,R,R,"Demonstration, Synthetic"
SL,2024-04-08,86.37091790730423,2541.4416953052028,6.3038682166213045,0.48357242223697,0.28397126551449,900001,4,Top,13,4,R,2,5.0,R,L,"Demonstration, Synthetic"
CH,2024-04-08,88.06265773507084,1777.0200519023854,6.376160789503145,-0.8475515498274749,0.5515951204795659,900001,4,Top,14,1,R,2,5.0,R,L,"Demonstration, Synthetic"
FF,2024-04-08,96.63408587440361,2490.1823964532446,6.269896685379476,-0.34898482742771864,1.2681414097266572,900001,4,Top,14,2,R,2,5.0,R,L,"Demonstration, Synthetic"
SI,2024-04-08,93.65344058225658,2254.4191306933208,6.336274839182692,-1.1435629941183365,0.8080379541505663,900001,4,Top,14,3,R,2,5.0,R,R,"Demonstration, Synthetic"
